Date,Close
1/1/1991,189.479996
2/1/1991,202.940002
3/1/1991,208.529999
4/1/1991,208.309998
5/1/1991,216.229996
6/1/1991,205.919998
7/1/1991,215.179993
8/1/1991,220.160004
9/1/1991,217.080002
10/1/1991,220.369995
11/1/1991,211.240005
12/1/1991,234.360001
1/1/1992,232.419998
2/1/1992,234.820007
3/1/1992,229.080002
4/1/1992,233.350006
5/1/1992,234.080002
6/1/1992,229.240005
7/1/1992,238.429993
8/1/1992,232.460007
9/1/1992,235.080002
10/1/1992,237.080002
11/1/1992,246.070007
12/1/1992,249.800003
1/1/1993,252.050003
2/1/1993,252.960007
3/1/1993,258.630005
4/1/1993,251.479996
5/1/1993,257.910004
6/1/1993,258.970001
7/1/1993,258.290009
8/1/1993,267.459991
9/1/1993,266.890015
10/1/1993,270.450012
11/1/1993,265.420013
12/1/1993,270.130005
1/1/1994,278.109985
2/1/1994,270.630005
3/1/1994,258.149994
4/1/1994,260.809998
5/1/1994,262.809998
6/1/1994,255.080002
7/1/1994,262.570007
8/1/1994,273.269989
9/1/1994,266.809998
10/1/1994,270.690002
11/1/1994,260.059998
12/1/1994,263.440002
1/1/1995,268.730011
2/1/1995,279.029999
3/1/1995,285.299988
4/1/1995,292.359985
5/1/1995,302.149994
6/1/1995,310.179993
7/1/1995,322.25
8/1/1995,324.23999
9/1/1995,336.25
10/1/1995,332.839996
11/1/1995,346.720001
12/1/1995,351.910004
1/1/1996,361.559998
2/1/1996,366.079987
3/1/1996,369.079987
4/1/1996,375.660004
5/1/1996,384.390015
6/1/1996,382.470001
7/1/1996,361.98999
8/1/1996,372.089996
9/1/1996,391.720001
10/1/1996,398.320007
11/1/1996,425.420013
12/1/1996,419.440002
1/1/1997,442.279999
2/1/1997,441.809998
3/1/1997,421.320007
4/1/1997,441.429993
5/1/1997,470.660004
6/1/1997,489.619995
7/1/1997,527.01001
8/1/1997,504.73999
9/1/1997,532.72998
10/1/1997,514.070007
11/1/1997,533.080017
12/1/1997,543.049988
1/1/1998,545.27002
2/1/1998,583.580017
3/1/1998,611.76001
4/1/1998,616.940002
5/1/1998,601.059998
6/1/1998,620.619995
7/1/1998,608.820007
8/1/1998,514.669983
9/1/1998,548.72998
10/1/1998,590.080017
11/1/1998,625.52002
12/1/1998,664.27002
1/1/1999,686.630005
2/1/1999,661.429993
3/1/1999,684.780029
4/1/1999,715.48999
5/1/1999,700.77002
6/1/1999,735.98999
7/1/1999,712.369995
8/1/1999,703.47998
9/1/1999,684.799988
10/1/1999,726.5
11/1/1999,746.119995
12/1/1999,793.309998
1/1/2000,761.72998
2/1/2000,767.719971
3/1/2000,826.030029
4/1/2000,797.059998
5/1/2000,773.98999
6/1/2000,796.440002
7/1/2000,781.090027
8/1/2000,838.609985
9/1/2000,799.679993
10/1/2000,788.02002
11/1/2000,714.469971
12/1/2000,725.75
1/1/2001,749.97998
2/1/2001,680.52002
3/1/2001,635.669983
4/1/2001,686.119995
5/1/2001,690.630005
6/1/2001,677.030029
7/1/2001,665.48999
8/1/2001,625.26001
9/1/2001,569.530029
10/1/2001,582.219971
11/1/2001,626.150024
12/1/2001,634.159973
1/1/2002,625.599976
2/1/2002,611.890015
3/1/2002,638.150024
4/1/2002,604.130005
5/1/2002,596.289978
6/1/2002,552.650024
7/1/2002,508.119995
8/1/2002,509.649994
9/1/2002,455.410004
10/1/2002,490.950012
11/1/2002,519.710022
12/1/2002,489.48999
1/1/2003,476.910004
2/1/2003,468.149994
3/1/2003,472.390015
4/1/2003,510.329987
5/1/2003,540.219971
6/1/2003,546.73999
7/1/2003,558.52002
8/1/2003,570.02002
9/1/2003,563.059998
10/1/2003,596.280029
11/1/2003,603.539978
12/1/2003,630.130005
1/1/2004,642.609985
2/1/2004,650.23999
3/1/2004,641.679993
4/1/2004,627.710022
5/1/2004,635.840027
6/1/2004,647.539978
7/1/2004,622.330017
8/1/2004,623.859985
9/1/2004,632.530029
10/1/2004,642.150024
11/1/2004,670.840027
12/1/2004,693.630005
1/1/2005,674.539978
2/1/2005,688.049988
3/1/2005,675.450012
4/1/2005,660.02002
5/1/2005,683.869995
6/1/2005,687.609985
7/1/2005,715.02002
8/1/2005,706.840027
9/1/2005,712.210022
10/1/2005,698.140015
11/1/2005,723.619995
12/1/2005,723.309998
1/1/2006,746.77002
2/1/2006,746.570007
3/1/2006,758.450012
4/1/2006,765.809998
5/1/2006,739.780029
6/1/2006,740.140015
7/1/2006,738.690002
8/1/2006,755.090027
9/1/2006,771.070007
10/1/2006,798.049988
11/1/2006,813.570007
12/1/2006,822.130005
1/1/2007,836.960022
2/1/2007,821.51001
3/1/2007,829.049988
4/1/2007,861.380005
5/1/2007,890.950012
6/1/2007,873.190002
7/1/2007,843.890015
8/1/2007,852.97998
9/1/2007,882.789978
10/1/2007,898.070007
11/1/2007,855.849976
12/1/2007,849.219971
1/1/2008,796.830017
2/1/2008,770.450012
3/1/2008,764.630005
4/1/2008,802.02002
5/1/2008,816.809998
6/1/2008,748.099976
7/1/2008,741.119995
8/1/2008,751.130005
9/1/2008,678.5
10/1/2008,557.840027
11/1/2008,512.22998
12/1/2008,520.599976
1/1/2009,476.26001
2/1/2009,424.880005
3/1/2009,461.140015
4/1/2009,508.910004
5/1/2009,534.75
6/1/2009,535.619995
7/1/2009,576.559998
8/1/2009,595.859985
9/1/2009,619.869995
10/1/2009,603.26001
11/1/2009,636.039978
12/1/2009,653.130005
1/1/2010,628.98999
2/1/2010,648.900024
3/1/2010,688.73999
4/1/2010,702.940002
5/1/2010,646.039978
6/1/2010,607.919983
7/1/2010,649.390015
8/1/2010,617.47998
9/1/2010,674.75
10/1/2010,700.369995
11/1/2010,702.919983
12/1/2010,749.47998
1/1/2011,765.140015
2/1/2011,791.440002
3/1/2011,793.849976
4/1/2011,816.659973
5/1/2011,805.73999
6/1/2011,790
7/1/2011,771.109985
8/1/2011,723.150024
9/1/2011,665.969971
10/1/2011,741.659973
11/1/2011,737.780029
12/1/2011,742.580017
1/1/2012,779.219971
2/1/2012,810.359985
3/1/2012,834.080017
4/1/2012,827.679993
5/1/2012,774.609985
6/1/2012,803.630005
7/1/2012,810.650024
8/1/2012,828.859985
9/1/2012,849.280029
10/1/2012,833.609985
11/1/2012,837.830017
12/1/2012,846.369995
1/1/2013,891.789978
2/1/2013,901.619995
3/1/2013,935.52002
4/1/2013,949.830017
5/1/2013,969.98999
6/1/2013,955.849976
7/1/2013,1007.030029
8/1/2013,976.830017
9/1/2013,1011.549988
10/1/2013,1053.300049
11/1/2013,1081.589966
12/1/2013,1108.290039
1/1/2014,1072.280029
2/1/2014,1120.660034
3/1/2014,1124.900024
4/1/2014,1125.079956
5/1/2014,1147.180054
6/1/2014,1174.069946
7/1/2014,1149.589966
8/1/2014,1195.420044
9/1/2014,1168.709961
10/1/2014,1199.569946
11/1/2014,1226.119995
12/1/2014,1224.109985
1/1/2015,1188.930054
2/1/2015,1255.069946
3/1/2015,1240.280029
4/1/2015,1244.719971
5/1/2015,1259.26001
6/1/2015,1236.119995
7/1/2015,1255.439941
8/1/2015,1177.130005
9/1/2015,1140.819946
10/1/2015,1229.52002
11/1/2015,1233.560059
12/1/2015,1206.099976
1/1/2016,1136.839966
2/1/2016,1133.560059
3/1/2016,1211.170044
4/1/2016,1217.369995
5/1/2016,1236.219971
6/1/2016,1236.619995
7/1/2016,1284.27002
8/1/2016,1284.47998
9/1/2016,1284.599976
10/1/2016,1255.420044
11/1/2016,1308.290039
12/1/2016,1331.719971
1/1/2017,1355.469971
2/1/2017,1402.829956
3/1/2017,1401.5
4/1/2017,1414.839966
5/1/2017,1426.099976
6/1/2017,1436.819946
7/1/2017,1462.319946
8/1/2017,1461.810059
9/1/2017,1495.430054
10/1/2017,1526.5
11/1/2017,1569.219971
12/1/2017,1582.77002
1/1/2018,1664.680054
2/1/2018,1600.150024
3/1/2018,1565.560059
4/1/2018,1569.910034
5/1/2018,1610.670044
6/1/2018,1618.98999
7/1/2018,1670.959961
8/1/2018,1726.089966
9/1/2018,1726.52002
10/1/2018,1597.709961
11/1/2018,1625.98999
12/1/2018,1472.140015
1/1/2019,1596.540039
2/1/2019,1649.219971
3/1/2019,1660.030029
4/1/2019,1734.709961
5/1/2019,1619.719971
6/1/2019,1730.900024
7/1/2019,1754.650024
8/1/2019,1715.23999
9/1/2019,1742.699951
10/1/2019,1778.199951
11/1/2019,1842.050049
12/1/2019,1892.25
1/1/2020,1888.030029
2/1/2020,1730.310059
3/1/2020,1489.569946
4/1/2020,1684.949951
5/1/2020,1771.369995
6/1/2020,1809.25
7/1/2020,1909.890015
8/1/2020,2045.01001
9/1/2020,1968.089966
10/1/2020,1923.699951
11/1/2020,2154.290039
12/1/2020,2248.439941
1/1/2021,2236.370117
2/1/2021,2303.219971
3/1/2021,2382.73999
4/1/2021,2503.560059
5/1/2021,2511.52002
6/1/2021,2570.659912
7/1/2021,2611.830078
8/1/2021,2682.850098
9/1/2021,2559.719971
10/1/2021,2730.649902
11/1/2021,2685.540039
12/1/2021,2788.139893
1/1/2022,2621.969971
2/1/2022,2552.419922
3/1/2022,2631.72998
4/1/2022,2393.629883
5/1/2022,2386.320068
6/1/2022,2183.429932
7/1/2022,2386.01001
8/1/2022,2293.209961
9/1/2022,2077.610107
10/1/2022,2245.810059
11/1/2022,2358.449951
12/1/2022,2217.139893
1/1/2023,2367.610107
2/1/2023,2308.399902
3/1/2023,2366.27002
4/1/2023,2389.300049
5/1/2023,2394.290039
6/1/2023,2554.48999
7/1/2023,2643.689941
8/1/2023,2588.110107
9/1/2023,2462.060059
10/1/2023,2394.590088
11/1/2023,2612.870117
12/1/2023,2748.209961
1/1/2024,2776.350098
2/1/2024,2922.159912
,
,
